D,k,sample,set,top1,top10,top20,top3,top5,topk_auc
0.0,,78,test,17.0,38.0,45.0,27.0,34.0,0.365
0.0,,78,test,26.0,51.0,56.99999999999999,38.0,45.0,0.4835
0.0,,78,test,35.0,63.0,71.0,48.0,55.00000000000001,0.604
0.0,,79,test,4.0,26.0,30.0,15.0,17.0,0.2365
0.0,,79,test,8.0,34.0,38.0,20.0,25.0,0.3125
0.0,,79,test,15.0,44.0,48.0,28.000000000000004,34.0,0.402
0.0,,79,test,22.0,51.0,55.00000000000001,35.0,41.0,0.469
0.0,,79,test,28.000000000000004,61.0,65.0,42.0,51.0,0.564
0.0,,80,test,2.0,26.0,32.0,7.000000000000001,13.0,0.219
0.0,,80,test,9.0,38.0,44.0,20.0,25.0,0.3365
0.0,,80,test,17.0,49.0,56.99999999999999,30.0,34.0,0.4455
0.0,,80,test,22.0,56.99999999999999,65.0,35.0,39.0,0.516
0.0,,80,test,25.0,62.0,69.0,43.0,47.0,0.5725
0.0,,81,test,3.0,25.0,30.0,11.0,17.0,0.2205
0.0,,81,test,10.0,33.0,39.0,21.0,27.0,0.305
0.0,,81,test,17.0,45.0,50.0,30.0,38.0,0.411
0.0,,81,test,23.0,56.00000000000001,59.0,41.0,48.0,0.512
0.0,,81,test,27.0,65.0,72.0,48.0,54.0,0.597
0.0,,82,test,2.0,18.0,23.0,9.0,12.0,0.169
0.0,,82,test,9.0,37.0,41.0,24.0,28.000000000000004,0.335
0.0,,82,test,15.0,46.0,54.0,34.0,38.0,0.4335
0.0,,82,test,21.0,52.0,64.0,39.0,45.0,0.5035
0.0,,82,test,32.0,64.0,74.0,50.0,56.99999999999999,0.616
0.0,,83,test,4.0,28.000000000000004,35.0,14.000000000000002,21.0,0.2585
0.0,,83,test,9.0,36.0,41.0,24.0,28.000000000000004,0.3335
0.0,,83,test,17.0,47.0,53.0,36.0,39.0,0.449
0.0,,83,test,24.0,57.99999999999999,63.0,44.0,49.0,0.548
0.0,,83,test,31.0,65.0,72.0,51.0,56.99999999999999,0.6205
0.0,,84,test,5.0,21.0,27.0,11.0,16.0,0.2
0.0,,84,test,12.0,31.0,35.0,19.0,24.0,0.288
0.0,,84,test,21.0,43.0,45.0,33.0,37.0,0.4015
0.0,,84,test,25.0,54.0,59.0,38.0,46.0,0.5055
0.0,,84,test,32.0,61.0,68.0,46.0,53.0,0.58
0.0,,85,test,1.0,23.0,27.0,7.000000000000001,13.0,0.1945
0.0,,85,test,6.0,33.0,40.0,18.0,22.0,0.3035
0.0,,85,test,11.0,41.0,49.0,24.0,28.000000000000004,0.3815
0.0,,85,test,18.0,56.00000000000001,61.0,36.0,40.0,0.5085
0.0,,85,test,24.0,62.0,68.0,44.0,47.0,0.5715
0.0,,86,test,4.0,25.0,27.0,13.0,16.0,0.2145
0.0,,86,test,10.0,35.0,36.0,24.0,26.0,0.312
0.0,,86,test,18.0,46.0,47.0,31.0,34.0,0.41
0.0,,86,test,23.0,56.99999999999999,61.0,41.0,45.0,0.523
0.0,,86,test,27.0,69.0,75.0,48.0,55.00000000000001,0.6335
0.0,,87,test,4.0,24.0,28.999999999999996,10.0,13.0,0.208
0.0,,87,test,10.0,37.0,40.0,22.0,25.0,0.324
0.0,,87,test,21.0,53.0,56.99999999999999,37.0,41.0,0.4825
0.0,,87,test,25.0,60.0,66.0,42.0,46.0,0.5475
0.0,,87,test,33.0,69.0,76.0,52.0,56.99999999999999,0.6475
0.0,,88,test,3.0,22.0,30.0,9.0,15.0,0.2125
0.0,,88,test,13.0,33.0,40.0,21.0,26.0,0.317
0.0,,88,test,22.0,49.0,55.00000000000001,31.0,39.0,0.454
0.0,,88,test,28.000000000000004,60.0,66.0,40.0,50.0,0.556
0.0,,88,test,34.0,71.0,77.0,52.0,61.0,0.66
0.0,,89,test,4.0,24.0,28.999999999999996,10.0,17.0,0.2185
0.0,,89,test,7.000000000000001,32.0,38.0,17.0,22.0,0.2885
0.0,,89,test,13.0,40.0,44.0,27.0,30.0,0.3615
0.0,,89,test,16.0,52.0,57.99999999999999,39.0,42.0,0.4805
0.0,,89,test,23.0,64.0,70.0,48.0,53.0,0.5905
0.0,,90,test,5.0,26.0,30.0,11.0,17.0,0.227
0.0,,90,test,10.0,32.0,39.0,18.0,25.0,0.304
0.0,,90,test,15.0,42.0,48.0,27.0,34.0,0.3955
0.0,,90,test,21.0,52.0,56.00000000000001,35.0,41.0,0.4745
0.0,,90,test,26.0,62.0,66.0,44.0,51.0,0.571
0.0,,91,test,2.0,22.0,25.0,9.0,13.0,0.1935
0.0,,91,test,10.0,30.0,35.0,15.0,20.0,0.2725
0.0,,91,test,16.0,41.0,45.0,24.0,28.999999999999996,0.3695
0.0,,91,test,20.0,50.0,56.00000000000001,33.0,40.0,0.464
0.0,,91,test,26.0,61.0,67.0,43.0,49.0,0.5635
0.0,,92,test,2.0,22.0,28.000000000000004,10.0,14.000000000000002,0.195
0.0,,92,test,5.0,31.0,37.0,17.0,24.0,0.279
0.0,,92,test,11.0,43.0,50.0,27.0,35.0,0.392
0.0,,92,test,19.0,53.0,60.0,37.0,44.0,0.49
0.0,,92,test,21.0,62.0,68.0,42.0,49.0,0.56
0.0,,93,test,2.0,19.0,25.0,6.0,11.0,0.1675
0.0,,93,test,11.0,32.0,37.0,19.0,22.0,0.2895
0.0,,93,test,18.0,41.0,46.0,28.000000000000004,32.0,0.3745
0.0,,93,test,23.0,49.0,56.00000000000001,34.0,38.0,0.4535
0.0,,93,test,27.0,56.99999999999999,65.0,41.0,46.0,0.533
0.0,,94,test,3.0,22.0,26.0,13.0,15.0,0.199
0.0,,94,test,11.0,35.0,39.0,24.0,27.0,0.322
0.0,,94,test,17.0,41.0,46.0,31.0,33.0,0.387
0.0,,94,test,22.0,54.0,57.99999999999999,39.0,43.0,0.499
0.0,,94,test,26.0,60.0,65.0,44.0,48.0,0.554
0.0,,95,test,3.0,24.0,28.000000000000004,8.0,14.000000000000002,0.208
0.0,,95,test,7.000000000000001,30.0,36.0,14.000000000000002,20.0,0.2735
0.0,,95,test,10.0,39.0,44.0,18.0,25.0,0.344
0.0,,95,test,15.0,47.0,51.0,28.000000000000004,34.0,0.418
0.0,,95,test,22.0,59.0,64.0,37.0,43.0,0.528
0.0,,96,test,2.0,23.0,28.999999999999996,10.0,14.000000000000002,0.2045
0.0,,96,test,5.0,33.0,43.0,17.0,23.0,0.307
0.0,,96,test,11.0,38.0,47.0,23.0,30.0,0.361
0.0,,96,test,19.0,51.0,56.99999999999999,33.0,41.0,0.471
0.0,,96,test,23.0,62.0,68.0,41.0,52.0,0.5725
0.0,,97,test,2.0,16.0,20.0,6.0,10.0,0.1425
0.0,,97,test,5.0,26.0,32.0,15.0,20.0,0.24
0.0,,97,test,10.0,36.0,42.0,24.0,30.0,0.3355
0.0,,97,test,20.0,50.0,55.00000000000001,38.0,43.0,0.464
0.0,,97,test,27.0,62.0,69.0,46.0,53.0,0.577
0.0,,98,test,4.0,25.0,28.999999999999996,9.0,18.0,0.226
0.0,,98,test,12.0,34.0,40.0,19.0,27.0,0.323
0.0,,98,test,17.0,39.0,45.0,24.0,32.0,0.369
0.0,,98,test,23.0,49.0,55.00000000000001,32.0,42.0,0.4635
0.0,,98,test,32.0,62.0,68.0,44.0,54.0,0.587
0.0,,99,test,2.0,18.0,24.0,8.0,11.0,0.1665
0.0,,99,test,7.000000000000001,27.0,37.0,15.0,19.0,0.2615
0.0,,99,test,9.0,33.0,47.0,19.0,24.0,0.32
0.0,,99,test,15.0,44.0,56.00000000000001,27.0,34.0,0.4165
0.0,,99,test,19.0,54.0,67.0,33.0,39.0,0.503
