n_ms2rt_tuples,sample,n_cand_tot,n_cand_med,n_cand_avg,n_cand_max,training_time,scoring_time
45,8,14719,86.0,327.0888888888889,2579,58.90071702003479,6.5921549797058105
60,8,23610,104.5,393.5,4402,111.31489515304565,12.590367078781128
75,8,34272,142.0,456.96,4402,189.90950870513916,22.04718017578125
15,9,8668,293.0,577.8666666666667,2786,58.33255314826965,7.102905988693237
30,9,16765,283.5,558.8333333333334,2786,107.75865936279297,12.616910219192505
45,9,23160,277.0,514.6666666666666,2786,141.28344583511353,16.683952808380127
60,9,25365,199.5,422.75,2786,137.55444836616516,15.899309396743774
75,9,30103,160.0,401.37333333333333,2786,145.39417052268982,16.665587425231934
15,10,6149,55.0,409.93333333333334,2579,23.65600848197937,3.1492433547973633
30,10,10803,68.5,360.1,2579,42.58462357521057,5.130033731460571
45,10,19164,101.0,425.8666666666667,2786,102.08482217788696,11.931157112121582
60,10,26983,106.0,449.71666666666664,2786,148.99222040176392,26.327417373657227
75,10,36276,91.0,483.68,4402,222.89008903503418,25.61696195602417
15,11,8296,236.0,553.0666666666667,2786,43.518081188201904,5.256072998046875
30,11,11765,208.5,392.1666666666667,2786,52.90435981750488,6.293768644332886
45,11,17401,185.0,386.68888888888887,2786,82.95982646942139,9.603746891021729
60,11,23075,140.0,384.5833333333333,2786,99.50812292098999,11.324414730072021
75,11,30811,118.0,410.81333333333333,2786,156.70815324783325,17.990086793899536
15,12,6464,138.0,430.93333333333334,2238,24.53596782684326,2.8306403160095215
30,12,12947,210.0,431.56666666666666,2370,62.974207162857056,7.2556328773498535
45,12,16095,111.0,357.6666666666667,2370,71.75134587287903,8.357215166091919
60,12,27833,173.0,463.8833333333333,4402,155.50890493392944,18.226135730743408
75,12,37238,160.0,496.50666666666666,4402,223.51129412651062,25.726503133773804
15,13,8035,220.0,535.6666666666666,2786,36.33971643447876,4.591925621032715
30,13,16090,100.5,536.3333333333334,4402,91.54357099533081,10.747825145721436
45,13,19132,101.0,425.15555555555557,4402,99.7689437866211,11.664707660675049
60,13,28163,101.0,469.3833333333333,4402,172.78886699676514,19.89236807823181
75,13,31339,100.0,417.85333333333335,4402,164.56060075759888,17.94914436340332
15,14,7026,185.0,468.4,2370,34.303654193878174,3.8294382095336914
30,14,9497,76.5,316.56666666666666,2370,35.68782448768616,4.388671636581421
45,14,16890,104.0,375.3333333333333,2786,76.14132118225098,8.711085081100464
60,14,21071,76.5,351.18333333333334,2786,90.05042147636414,10.849859237670898
75,14,27377,70.0,365.02666666666664,4402,125.12720680236816,14.32560658454895
