n_ms2rt_tuples,sample,n_cand_tot,n_cand_med,n_cand_avg,n_cand_max,training_time,scoring_time
60,7,46069,366.0,767.8166666666667,5348,426.6341800689697,49.24447441101074
60,8,52506,387.5,875.1,5348,572.3222894668579,68.75433659553528
60,9,57197,413.0,953.2833333333333,5348,707.397243976593,81.06373834609985
60,10,42161,345.5,702.6833333333333,5064,363.0547275543213,42.848679304122925
60,11,41525,307.0,692.0833333333334,5064,349.7400941848755,40.95075702667236
60,12,49093,376.5,818.2166666666667,5348,493.7791929244995,58.20773220062256
60,13,53043,427.5,884.05,5348,628.595944404602,72.60723757743835
60,14,47835,387.5,797.25,5348,481.30922865867615,55.43460297584534
75,0,63666,380.0,848.88,5348,652.1177318096161,75.09712195396423
75,1,51019,359.0,680.2533333333333,5064,415.3803496360779,47.50576877593994
75,2,62737,383.0,836.4933333333333,5348,675.7814404964447,78.03081798553467
75,3,58216,373.0,776.2133333333334,5348,570.1531405448914,65.82899808883667
75,4,63811,392.0,850.8133333333334,5348,697.2337002754211,80.41836714744568
75,5,61946,373.0,825.9466666666667,5348,649.8937706947327,76.31684279441833
75,6,63363,383.0,844.84,5348,670.6080119609833,77.91267442703247
75,7,61995,373.0,826.6,5348,680.0839052200317,79.05811548233032
75,8,60984,373.0,813.12,5348,619.380143404007,72.4972038269043
75,9,64167,380.0,855.56,5348,704.4818115234375,83.6118414402008
75,10,55732,373.0,743.0933333333334,5064,508.23319458961487,59.08540630340576
75,11,62290,373.0,830.5333333333333,5348,656.7065014839172,76.51330494880676
75,12,61432,373.0,819.0933333333334,5348,613.5950288772583,71.64010286331177
75,13,63601,392.0,848.0133333333333,5348,668.1758961677551,78.20207023620605
75,14,65279,392.0,870.3866666666667,5348,716.7596344947815,82.51167845726013
